skill,users,popular_users,nonpopular_users,popular_rate,log_odds_popular,abs_log_odds
art history,56,0,56,0.0,-2.8150178533361245,2.8150178533361245
education strategy,56,0,56,0.0,-2.8150178533361245,2.8150178533361245
library research,56,0,56,0.0,-2.8150178533361245,2.8150178533361245
arts management,55,0,55,0.0,-2.7971602359361185,2.7971602359361185
website building,55,0,55,0.0,-2.7971602359361185,2.7971602359361185
student engagement,55,0,55,0.0,-2.7971602359361185,2.7971602359361185
comparative law,54,0,54,0.0,-2.778977916852928,2.778977916852928
multi color flow cytometry,54,0,54,0.0,-2.778977916852928,2.778977916852928
applied behavior analysis,53,0,53,0.0,-2.7604588690856904,2.7604588690856904
mental health service,53,0,53,0.0,-2.7604588690856904,2.7604588690856904
electronic health,53,0,53,0.0,-2.7604588690856904,2.7604588690856904
quarterly finance reports,27,19,8,0.7037037037037037,2.7427182674496464,2.7427182674496464
food service safety,52,0,52,0.0,-2.7415903847813077,2.7415903847813077
pediatric intensive care unit,52,0,52,0.0,-2.7415903847813077,2.7415903847813077
clinical laboratory training,673,6,667,0.008915304606240713,-2.719367247996598,2.719367247996598
clinical research associates,154,1,153,0.006493506493506494,-2.7158654935428714,2.7158654935428714
planning appeals,152,1,151,0.006578947368421052,-2.7027505514650434,2.7027505514650434
kinetic typography,50,0,50,0.0,-2.7027505514650434,2.7027505514650434
school of nursing,50,0,50,0.0,-2.7027505514650434,2.7027505514650434
public health nursing,150,1,149,0.006666666666666667,-2.6894613193463606,2.6894613193463606
medical assisting,49,0,49,0.0,-2.6827498847583744,2.6827498847583744
agarose gel electrophoresis,49,0,49,0.0,-2.6827498847583744,2.6827498847583744
healthcare management,543,5,538,0.009208103130755065,-2.671669438981802,2.671669438981802
healthcare information technology,246,2,244,0.008130081300813009,-2.6705546116645555,2.6705546116645555
patient advocacy,48,0,48,0.0,-2.6623410131271674,2.6623410131271674
video postproduction,48,0,48,0.0,-2.6623410131271674,2.6623410131271674
marketing copy,48,0,48,0.0,-2.6623410131271674,2.6623410131271674
intensive care medicine,48,0,48,0.0,-2.6623410131271674,2.6623410131271674
laboratory techniques,48,0,48,0.0,-2.6623410131271674,2.6623410131271674
client liaison,48,0,48,0.0,-2.6623410131271674,2.6623410131271674
science writing,47,0,47,0.0,-2.6415069262243254,2.6415069262243254
litigation practice,47,0,47,0.0,-2.6415069262243254,2.6415069262243254
sleep training,47,0,47,0.0,-2.6415069262243254,2.6415069262243254
english teaching,47,0,47,0.0,-2.6415069262243254,2.6415069262243254
biophysical chemistry,47,0,47,0.0,-2.6415069262243254,2.6415069262243254
cancer research,239,2,237,0.008368200836820083,-2.6415069262243245,2.6415069262243245
epic emr,236,2,234,0.00847457627118644,-2.6287948906359633,2.6287948906359633
staff development,141,1,140,0.0070921985815602835,-2.62737241528942,2.62737241528942
curating,46,0,46,0.0,-2.62022952777704,2.62022952777704
opinion writing,46,0,46,0.0,-2.62022952777704,2.62022952777704
experimental research,796,8,788,0.010050251256281407,-2.6176962775306065,2.6176962775306065
life science,420,4,416,0.009523809523809525,-2.6154390994544077,2.6154390994544077
internal medicine and pediatrics,45,0,45,0.0,-2.5984895411406344,2.5984895411406344
asana,45,0,45,0.0,-2.5984895411406344,2.5984895411406344
communicative language teaching,45,0,45,0.0,-2.5984895411406344,2.5984895411406344
performing arts,45,0,45,0.0,-2.5984895411406344,2.5984895411406344
creative content creation,44,0,44,0.0,-2.5762664043559242,2.5762664043559242
menu development,44,0,44,0.0,-2.5762664043559242,2.5762664043559242
acute patient care,44,0,44,0.0,-2.5762664043559242,2.5762664043559242
catering supplies,44,0,44,0.0,-2.5762664043559242,2.5762664043559242
laboratory management system,44,0,44,0.0,-2.5762664043559242,2.5762664043559242
hospital settings,134,1,133,0.007462686567164179,-2.5762664043559234,2.5762664043559234
relationship building,312,3,309,0.009615384615384616,-2.569825158253067,2.569825158253067
academic writing,221,2,219,0.00904977375565611,-2.5626915352648547,2.5626915352648547
biochemical engineering,43,0,43,0.0,-2.5535381532783683,2.5535381532783683
data confidentiality,43,0,43,0.0,-2.5535381532783683,2.5535381532783683
technical writing,43,0,43,0.0,-2.5535381532783683,2.5535381532783683
operating room sales,43,0,43,0.0,-2.5535381532783683,2.5535381532783683
healthcare procedures,131,1,130,0.007633587786259542,-2.5535381532783674,2.5535381532783674
special events,832,9,823,0.010817307692307692,-2.5499017856349844,2.5499017856349844
tax provision,32,21,11,0.65625,2.5380758651406277,2.5380758651406277
diabetes selfmanagement training,42,0,42,0.0,-2.5302812911141004,2.5302812911141004
interactive storytelling,42,0,42,0.0,-2.5302812911141004,2.5302812911141004
international arbitration,42,0,42,0.0,-2.5302812911141004,2.5302812911141004
clerical,42,0,42,0.0,-2.5302812911141004,2.5302812911141004
behavioral science,41,0,41,0.0,-2.506470642420382,2.506470642420382
business relationship management,41,0,41,0.0,-2.506470642420382,2.506470642420382
child development,41,0,41,0.0,-2.506470642420382,2.506470642420382
advertising project management,41,0,41,0.0,-2.506470642420382,2.506470642420382
clinical documentation,41,0,41,0.0,-2.506470642420382,2.506470642420382
behavioral healthcare,124,1,123,0.008064516129032258,-2.498406082583651,2.498406082583651
videography,40,0,40,0.0,-2.482079189296223,2.482079189296223
historical research,40,0,40,0.0,-2.482079189296223,2.482079189296223
camera,40,0,40,0.0,-2.482079189296223,2.482079189296223
pharmaceutical science,40,0,40,0.0,-2.482079189296223,2.482079189296223
administrative training,122,1,121,0.00819672131147541,-2.482079189296223,2.482079189296223
canvassing,40,0,40,0.0,-2.482079189296223,2.482079189296223
scientific research,40,0,40,0.0,-2.482079189296223,2.482079189296223
publishing,40,0,40,0.0,-2.482079189296223,2.482079189296223
social statistics,39,0,39,0.0,-2.457077887090806,2.457077887090806
color photography,39,0,39,0.0,-2.457077887090806,2.457077887090806
science communication,119,1,118,0.008403361344537815,-2.457077887090805,2.457077887090805
planetary science,274,3,271,0.010948905109489052,-2.4388292055024063,2.4388292055024063
electron microscopy,38,0,38,0.0,-2.431435456477468,2.431435456477468
schedule,38,0,38,0.0,-2.431435456477468,2.431435456477468
apparel sales,38,0,38,0.0,-2.431435456477468,2.431435456477468
technical nursing skills,116,1,115,0.008620689655172414,-2.431435456477468,2.431435456477468
animal training,38,0,38,0.0,-2.431435456477468,2.431435456477468
court dockets,38,0,38,0.0,-2.431435456477468,2.431435456477468
qpcr,38,0,38,0.0,-2.431435456477468,2.431435456477468
medical science,38,0,38,0.0,-2.431435456477468,2.431435456477468
bentley microstation,38,0,38,0.0,-2.431435456477468,2.431435456477468
legal document preparation,114,1,113,0.008771929824561403,-2.4139677634370766,2.4139677634370766
media production,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
recruiting methods,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
training package,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
confocal microscopy,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
art design,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
event based marketing,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
global health,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
organometallic chemistry,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
script coverage,37,0,37,0.0,-2.4051181481600947,2.4051181481600947
photography portfolio,113,1,112,0.008849557522123894,-2.405118148160094,2.405118148160094
trial practice,186,2,184,0.010752688172043012,-2.388988766230211,2.388988766230211
visual editing,259,3,256,0.011583011583011582,-2.38199573073924,2.38199573073924
educational research,480,6,474,0.0125,-2.378089475772176,2.378089475772176
sap2000,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
pipetting,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
soft skills,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
psychodynamic psychotherapy,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
publications production,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
contemporary art,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
computational statistics,702,9,693,0.01282051282051282,-2.3780894757721756,2.3780894757721756
chemical reaction engineering,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
animal handling,36,0,36,0.0,-2.3780894757721756,2.3780894757721756
chemistry teaching,109,1,108,0.009174311926605505,-2.3689150994961334,2.3689150994961334
court system,182,2,180,0.01098901098901099,-2.3670700805225646,2.3670700805225646
event management software,182,2,180,0.01098901098901099,-2.3670700805225646,2.3670700805225646
construction estimating,35,0,35,0.0,-2.3503099116651,2.3503099116651
biostatistics,35,0,35,0.0,-2.3503099116651,2.3503099116651
biopharmaceutical manufacturing,35,0,35,0.0,-2.3503099116651,2.3503099116651
hospitality service,35,0,35,0.0,-2.3503099116651,2.3503099116651
diversity training,35,0,35,0.0,-2.3503099116651,2.3503099116651
speech writing,35,0,35,0.0,-2.3503099116651,2.3503099116651
aseptic technique,35,0,35,0.0,-2.3503099116651,2.3503099116651
voice training,35,0,35,0.0,-2.3503099116651,2.3503099116651
music journalism,35,0,35,0.0,-2.3503099116651,2.3503099116651
teacher leadership,683,9,674,0.013177159590043924,-2.3503099116650996,2.3503099116650996
spiritual leadership,321,4,317,0.012461059190031152,-2.3440304561802567,2.3440304561802567
analytical biochemistry,463,6,457,0.012958963282937365,-2.3416047424377693,2.3416047424377693
us gaap reporting,38,23,15,0.6052631578947368,2.3285303626011284,2.3285303626011284
clinical data analysis,315,4,311,0.012698412698412698,-2.324951976075018,2.324951976075018
outlook web app,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
mass communication,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
art research,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
situational leadership theory,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
patient safety,174,2,172,0.011494252873563218,-2.3217365392210434,2.3217365392210434
fact checking,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
retail pharmacy,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
academic support services,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
developmental psychology,34,0,34,0.0,-2.3217365392210434,2.3217365392210434
audit management,40,24,16,0.6,2.3076827020203625,2.3076827020203625
strategic fundraising,102,1,101,0.00980392156862745,-2.3022237249974618,2.3022237249974618
environmental research,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
balanced literacy approach,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
urban sustainability,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
electrocardiography,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
military decision-making process,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
ancillary nursing,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
oncology nursing,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
medical device development,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
group work,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
particle physics experiments,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
ap stylebook,33,0,33,0.0,-2.2923226540147503,2.2923226540147503
scientific writing,237,3,234,0.012658227848101266,-2.2923226540147503,2.2923226540147503
certified public accounting,15,9,6,0.6,2.2918595870811194,2.2918595870811194
auditing standards,15,9,6,0.6,2.2918595870811194,2.2918595870811194
instructional leadership,706,10,696,0.014164305949008499,-2.2823225706801673,2.2823225706801673
image editing,99,1,98,0.010101010101010102,-2.272221474693662,2.272221474693662
higher education leadership,630,9,621,0.014285714285714285,-2.268474146968055,2.268474146968055
reading teaching,165,2,163,0.012121212121212121,-2.2681522930869367,2.2681522930869367
concrete pouring,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
music instruction,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
educational consulting,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
group communication,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
transformational life coaching,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
team performance management,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
visual arts,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
healthcare regulations,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
referral networking,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
sales trend analysis,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
public opinion research,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
people skills,32,0,32,0.0,-2.2620173045194214,2.2620173045194214
activity program development,97,1,96,0.010309278350515464,-2.2517079348605593,2.2517079348605593
molecular biology,680,10,670,0.014705882352941176,-2.24427848018204,2.24427848018204
large scale distributed systems,218,127,91,0.5825688073394495,2.244147357693221,2.244147357693221
eight disciplines problem solving,485,7,478,0.01443298969072165,-2.243383224974529,2.243383224974529
fluorescence microscopy,96,1,95,0.010416666666666666,-2.2412911740023036,2.2412911740023036
psychology,31,0,31,0.0,-2.230764761015317,2.230764761015317
child mental health,31,0,31,0.0,-2.230764761015317,2.230764761015317
rna isolation,31,0,31,0.0,-2.230764761015317,2.230764761015317
davinci resolve,31,0,31,0.0,-2.230764761015317,2.230764761015317
healthcare setting,31,0,31,0.0,-2.230764761015317,2.230764761015317
contractor management,31,0,31,0.0,-2.230764761015317,2.230764761015317
pharmaceutical microbiology,31,0,31,0.0,-2.230764761015317,2.230764761015317
teaching skills,31,0,31,0.0,-2.230764761015317,2.230764761015317
clinical practice,31,0,31,0.0,-2.230764761015317,2.230764761015317
podcasting,31,0,31,0.0,-2.230764761015317,2.230764761015317
occupancy planning,31,0,31,0.0,-2.230764761015317,2.230764761015317
sales lifecycle,31,0,31,0.0,-2.230764761015317,2.230764761015317
reservoir modeling,31,0,31,0.0,-2.230764761015317,2.230764761015317
statutory accounting,12,7,5,0.5833333333333334,2.2225248936800552,2.2225248936800552
malpractice litigation,93,1,92,0.010752688172043012,-2.209373571033999,2.209373571033999
commissioning management systems,30,0,30,0.0,-2.198503898797095,2.198503898797095
research skills,30,0,30,0.0,-2.198503898797095,2.198503898797095
production,30,0,30,0.0,-2.198503898797095,2.198503898797095
computational physics,30,0,30,0.0,-2.198503898797095,2.198503898797095
healthcare improvement,30,0,30,0.0,-2.198503898797095,2.198503898797095
quality patient care,30,0,30,0.0,-2.198503898797095,2.198503898797095
lexisnexis,30,0,30,0.0,-2.198503898797095,2.198503898797095
marketing cooperation,30,0,30,0.0,-2.198503898797095,2.198503898797095
fundraising databases,30,0,30,0.0,-2.198503898797095,2.198503898797095
eclipse ide,65,37,28,0.5692307692307692,2.186806811077976,2.186806811077976
object-oriented analysis and design,14,8,6,0.5714285714285714,2.1806339519708953,2.1806339519708953
emr training,209,3,206,0.014354066985645933,-2.1651674785295034,2.1651674785295034
customer engineering,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
mental health interventions,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
hiring practices,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
veterinary medicine,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
customer support,89,1,88,0.011235955056179775,-2.1651674785295034,2.1651674785295034
web marketing,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
developmental mathematics,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
institutional research,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
early childhood education policy,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
cultural training,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
hospital sales,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
audio engineering,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
cognitive science,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
campaigns,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
sculpture,29,0,29,0.0,-2.1651674785295034,2.1651674785295034
information security audits,32,18,14,0.5625,2.1559920480339665,2.1559920480339665
fashion photography,88,1,87,0.011363636363636364,-2.153803719879188,2.153803719879188
motivational interviewing,147,2,145,0.013605442176870748,-2.151515389361176,2.151515389361176
nursing research,206,3,203,0.014563106796116505,-2.1505330710110657,2.1505330710110657
healthcare marketing,87,1,86,0.011494252873563218,-2.142309340453453,2.142309340453453
higher education management,145,2,143,0.013793103448275862,-2.1376743379493046,2.1376743379493046
law practice management,28,0,28,0.0,-2.130681302458334,2.130681302458334
blood typing,28,0,28,0.0,-2.130681302458334,2.130681302458334
field research,28,0,28,0.0,-2.130681302458334,2.130681302458334
cognitive behavioral therapy,28,0,28,0.0,-2.130681302458334,2.130681302458334
pressure cooking,28,0,28,0.0,-2.130681302458334,2.130681302458334
health communication,28,0,28,0.0,-2.130681302458334,2.130681302458334
career coaching,28,0,28,0.0,-2.130681302458334,2.130681302458334
script editing,28,0,28,0.0,-2.130681302458334,2.130681302458334
digital content creation,28,0,28,0.0,-2.130681302458334,2.130681302458334
adaptive clinical trials,28,0,28,0.0,-2.130681302458334,2.130681302458334
neuro icu,28,0,28,0.0,-2.130681302458334,2.130681302458334
computerized inventory,28,0,28,0.0,-2.130681302458334,2.130681302458334
tourism marketing,28,0,28,0.0,-2.130681302458334,2.130681302458334
medical communications,28,0,28,0.0,-2.130681302458334,2.130681302458334
medical records formatting,28,0,28,0.0,-2.130681302458334,2.130681302458334
teacher training,724,12,712,0.016574585635359115,-2.130681302458334,2.130681302458334
multimedia training,85,1,84,0.011764705882352941,-2.118916460878747,2.118916460878747
water engineering,84,1,83,0.011904761904761904,-2.107011558372429,2.107011558372429
hospital management and information system,27,0,27,0.0,-2.094963219856255,2.094963219856255
cross merchandising,27,0,27,0.0,-2.094963219856255,2.094963219856255
film criticism,27,0,27,0.0,-2.094963219856255,2.094963219856255
student government,27,0,27,0.0,-2.094963219856255,2.094963219856255
plant identification,27,0,27,0.0,-2.094963219856255,2.094963219856255
healthcare it,27,0,27,0.0,-2.094963219856255,2.094963219856255
campaign advertising,27,0,27,0.0,-2.094963219856255,2.094963219856255
english as a second language,139,2,137,0.014388489208633094,-2.094963219856255,2.094963219856255
digital publishing,27,0,27,0.0,-2.094963219856255,2.094963219856255
remote data entry,27,0,27,0.0,-2.094963219856255,2.094963219856255
childcare,83,1,82,0.012048192771084338,-2.094963219856255,2.094963219856255
language services,27,0,27,0.0,-2.094963219856255,2.094963219856255
language teaching,27,0,27,0.0,-2.094963219856255,2.094963219856255
cyber risk management,11,6,5,0.5454545454545454,2.079424050039382,2.079424050039382
experimental design,81,1,80,0.012345679012345678,-2.070422110940137,2.070422110940137
scriptwriting,26,0,26,0.0,-2.057921948175906,2.057921948175906
highway design,26,0,26,0.0,-2.057921948175906,2.057921948175906
civil engineering,26,0,26,0.0,-2.057921948175906,2.057921948175906
physical training,26,0,26,0.0,-2.057921948175906,2.057921948175906
critical reading,26,0,26,0.0,-2.057921948175906,2.057921948175906
small project management,26,0,26,0.0,-2.057921948175906,2.057921948175906
unity engine,26,0,26,0.0,-2.057921948175906,2.057921948175906
creative concept development,26,0,26,0.0,-2.057921948175906,2.057921948175906
strategic legal advice,26,0,26,0.0,-2.057921948175906,2.057921948175906
grading,26,0,26,0.0,-2.057921948175906,2.057921948175906
cost negotiations,26,0,26,0.0,-2.057921948175906,2.057921948175906
environmental litigation,26,0,26,0.0,-2.057921948175906,2.057921948175906
memos,26,0,26,0.0,-2.057921948175906,2.057921948175906
mental health education,26,0,26,0.0,-2.057921948175906,2.057921948175906
health training,26,0,26,0.0,-2.057921948175906,2.057921948175906
genetic research,26,0,26,0.0,-2.057921948175906,2.057921948175906
clinical sas,26,0,26,0.0,-2.057921948175906,2.057921948175906
paramedic,26,0,26,0.0,-2.057921948175906,2.057921948175906
resume writing,26,0,26,0.0,-2.057921948175906,2.057921948175906
fine dining,26,0,26,0.0,-2.057921948175906,2.057921948175906
case studies,26,0,26,0.0,-2.057921948175906,2.057921948175906
fine art,80,1,79,0.0125,-2.0579219481759052,2.0579219481759052
data collection techniques,80,1,79,0.0125,-2.0579219481759052,2.0579219481759052
social and behavior change communication,80,1,79,0.0125,-2.0579219481759052,2.0579219481759052
stem cell biology,133,2,131,0.015037593984962405,-2.050346154367448,2.050346154367448
creative nonfiction writing,131,2,129,0.015267175572519083,-2.0350201838892215,2.0350201838892215
ecological research,78,1,77,0.01282051282051282,-2.0324428628749205,2.0324428628749205
teacher mentoring,78,1,77,0.01282051282051282,-2.0324428628749205,2.0324428628749205
civil engineering design,78,1,77,0.01282051282051282,-2.0324428628749205,2.0324428628749205
adherent cell culture,446,8,438,0.017937219730941704,-2.030923682939751,2.030923682939751
tax management,36,19,17,0.5277777777777778,2.0205835500164486,2.0205835500164486
charity marketing,25,0,25,0.0,-2.01945566734811,2.01945566734811
poster design,25,0,25,0.0,-2.01945566734811,2.01945566734811
proposal writing,25,0,25,0.0,-2.01945566734811,2.01945566734811
entertainment marketing,25,0,25,0.0,-2.01945566734811,2.01945566734811
event production,25,0,25,0.0,-2.01945566734811,2.01945566734811
counseling psychology,25,0,25,0.0,-2.01945566734811,2.01945566734811
medical emergency management,25,0,25,0.0,-2.01945566734811,2.01945566734811
human resources,25,0,25,0.0,-2.01945566734811,2.01945566734811
crisis intervention,77,1,76,0.012987012987012988,-2.01945566734811,2.01945566734811
painting,25,0,25,0.0,-2.01945566734811,2.01945566734811
web of science,25,0,25,0.0,-2.01945566734811,2.01945566734811
manual labor,25,0,25,0.0,-2.01945566734811,2.01945566734811
first time home buyers,25,0,25,0.0,-2.01945566734811,2.01945566734811
community economic development,25,0,25,0.0,-2.01945566734811,2.01945566734811
ambulance,25,0,25,0.0,-2.01945566734811,2.01945566734811
autism spectrum disorders,25,0,25,0.0,-2.01945566734811,2.01945566734811
anxiety management,25,0,25,0.0,-2.01945566734811,2.01945566734811
creative leadership,25,0,25,0.0,-2.01945566734811,2.01945566734811
healthcare software implementation,25,0,25,0.0,-2.01945566734811,2.01945566734811
clinical psychology,25,0,25,0.0,-2.01945566734811,2.01945566734811
clinical data management practice,25,0,25,0.0,-2.01945566734811,2.01945566734811
designing marketing collateral,77,1,76,0.012987012987012988,-2.01945566734811,2.01945566734811
facilitation,25,0,25,0.0,-2.01945566734811,2.01945566734811
photo editing,77,1,76,0.012987012987012988,-2.01945566734811,2.01945566734811
non linear editing,77,1,76,0.012987012987012988,-2.01945566734811,2.01945566734811
transmission electron microscopy,25,0,25,0.0,-2.01945566734811,2.01945566734811
cloud application development,19,10,9,0.5263157894736842,2.0124534239331977,2.0124534239331977
feature writing,128,2,126,0.015625,-2.0115816109172036,2.0115816109172036
nonprofit communications,380,7,373,0.018421052631578946,-1.995645018654392,1.995645018654392
action research,379,7,372,0.018469656992084433,-1.9929640519011342,1.9929640519011342
financial auditing,52,27,25,0.5192307692307693,1.9878775178843613,1.9878775178843613
environmental education,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
strategic growth plans,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
abnormal psychology,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
creative management,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
student affairs administration,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
ux strategy,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
conceptual data modeling,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
technical reports,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
instagram advertising,74,1,73,0.013513513513513514,-1.9794503327344106,1.9794503327344106
hr budgeting,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
board certified,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
biomedical science,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
legal translation,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
computer spreadsheets,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
help desk support,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
organic farming,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
academic advising,74,1,73,0.013513513513513514,-1.9794503327344106,1.9794503327344106
procore,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
public health education,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
patient support,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
emt,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
optical sales,24,0,24,0.0,-1.9794503327344106,1.9794503327344106
sales operations,123,2,121,0.016260162601626018,-1.9712535655302323,1.9712535655302323
pediatric emergency medicine,73,1,72,0.0136986301369863,-1.9657514883762488,1.9657514883762488
social media communications,268,5,263,0.018656716417910446,-1.956935310366776,1.956935310366776
fashion illustration,72,1,71,0.013888888888888888,-1.9518623762155816,1.9518623762155816
television news,72,1,71,0.013888888888888888,-1.9518623762155816,1.9518623762155816
scientific communications,72,1,71,0.013888888888888888,-1.9518623762155816,1.9518623762155816
political communication,216,4,212,0.018518518518518517,-1.9424946262119818,1.9424946262119818
group presentations,23,0,23,0.0,-1.937777636333843,1.937777636333843
deadline oriented,23,0,23,0.0,-1.937777636333843,1.937777636333843
civil 3d,23,0,23,0.0,-1.937777636333843,1.937777636333843
healthcare registration,23,0,23,0.0,-1.937777636333843,1.937777636333843
policy research,119,2,117,0.01680672268907563,-1.937777636333843,1.937777636333843
media sales,23,0,23,0.0,-1.937777636333843,1.937777636333843
mathematical analysis,23,0,23,0.0,-1.937777636333843,1.937777636333843
counterterrorism,23,0,23,0.0,-1.937777636333843,1.937777636333843
responsive teaching,23,0,23,0.0,-1.937777636333843,1.937777636333843
diversity marketing,23,0,23,0.0,-1.937777636333843,1.937777636333843
enscape,23,0,23,0.0,-1.937777636333843,1.937777636333843
pcr primer design,23,0,23,0.0,-1.937777636333843,1.937777636333843
community sustainability,23,0,23,0.0,-1.937777636333843,1.937777636333843
communication materials,23,0,23,0.0,-1.937777636333843,1.937777636333843
fisheries science,23,0,23,0.0,-1.937777636333843,1.937777636333843
laboratory quality control,23,0,23,0.0,-1.937777636333843,1.937777636333843
patient charting,23,0,23,0.0,-1.937777636333843,1.937777636333843
contractor quality control,23,0,23,0.0,-1.937777636333843,1.937777636333843
live events,23,0,23,0.0,-1.937777636333843,1.937777636333843
environmental policy development,23,0,23,0.0,-1.937777636333843,1.937777636333843
outside sales,23,0,23,0.0,-1.937777636333843,1.937777636333843
stormwater management,23,0,23,0.0,-1.937777636333843,1.937777636333843
sustainable development goals,23,0,23,0.0,-1.937777636333843,1.937777636333843
augmented reality headsets,23,0,23,0.0,-1.937777636333843,1.937777636333843
adobe lightroom,23,0,23,0.0,-1.937777636333843,1.937777636333843
al medicine translation,23,0,23,0.0,-1.937777636333843,1.937777636333843
article marketing,23,0,23,0.0,-1.937777636333843,1.937777636333843
banquet,23,0,23,0.0,-1.937777636333843,1.937777636333843
wetland science,23,0,23,0.0,-1.937777636333843,1.937777636333843
alternative teaching,71,1,70,0.014084507042253521,-1.9377776363338421,1.9377776363338421
scientific presentation,71,1,70,0.014084507042253521,-1.9377776363338421,1.9377776363338421
film direction,71,1,70,0.014084507042253521,-1.9377776363338421,1.9377776363338421
geographic information systems,212,4,208,0.018867924528301886,-1.923491679086366,1.923491679086366
digital audio editing,70,1,69,0.014285714285714285,-1.923491679086366,1.923491679086366
self aid buddy care training,70,1,69,0.014285714285714285,-1.923491679086366,1.923491679086366
dna extraction,70,1,69,0.014285714285714285,-1.923491679086366,1.923491679086366
community leadership,163,3,160,0.018404907975460124,-1.913161008698487,1.913161008698487
finance operations,16,8,8,0.5,1.9123699653762163,1.9123699653762163
swing trading,10,5,5,0.5,1.9123699653762163,1.9123699653762163
webpack 4,10,5,5,0.5,1.9123699653762163,1.9123699653762163
ci cd pipeline,10,5,5,0.5,1.9123699653762163,1.9123699653762163
alteryx,12,6,6,0.5,1.9123699653762154,1.9123699653762154
amazon cloudwatch,18,9,9,0.5,1.9123699653762154,1.9123699653762154
international taxation,14,7,7,0.5,1.9123699653762154,1.9123699653762154
dart for publishers,18,9,9,0.5,1.9123699653762154,1.9123699653762154
